[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:06:26 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:26 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:26 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 19ms. last executed time: 174065
[10/25/2019 01:06:26 PM][ VERBOSE ] BackgroundThread: current time = 174065, sleep time = 600
[10/25/2019 01:06:27 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:27 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:27 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 174679
[10/25/2019 01:06:27 PM][ VERBOSE ] BackgroundThread: current time = 174679, sleep time = 600
[10/25/2019 01:06:28 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:28 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:28 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 175297
[10/25/2019 01:06:28 PM][ VERBOSE ] BackgroundThread: current time = 175297, sleep time = 600
[10/25/2019 01:06:28 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:28 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:28 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 175912
[10/25/2019 01:06:28 PM][ VERBOSE ] BackgroundThread: current time = 175912, sleep time = 600
[10/25/2019 01:06:29 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:29 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:29 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 176526
[10/25/2019 01:06:29 PM][ VERBOSE ] BackgroundThread: current time = 176526, sleep time = 600
[10/25/2019 01:06:29 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:06:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 177142
[10/25/2019 01:06:30 PM][ VERBOSE ] BackgroundThread: current time = 177142, sleep time = 600
[10/25/2019 01:06:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 177759
[10/25/2019 01:06:30 PM][ VERBOSE ] BackgroundThread: current time = 177759, sleep time = 600
[10/25/2019 01:06:31 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:31 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:31 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 66ms. last executed time: 178425
[10/25/2019 01:06:31 PM][ VERBOSE ] BackgroundThread: current time = 178425, sleep time = 600
[10/25/2019 01:06:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 179038
[10/25/2019 01:06:32 PM][ VERBOSE ] BackgroundThread: current time = 179038, sleep time = 600
[10/25/2019 01:06:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 179651
[10/25/2019 01:06:32 PM][ VERBOSE ] BackgroundThread: current time = 179651, sleep time = 356
[10/25/2019 01:06:33 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 180007
[10/25/2019 01:06:33 PM][ VERBOSE ] BackgroundThread: current time = 180007, sleep time = 244
[10/25/2019 01:06:33 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:33 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:33 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 180267
[10/25/2019 01:06:33 PM][ VERBOSE ] BackgroundThread: current time = 180267, sleep time = 600
[10/25/2019 01:06:34 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:34 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:34 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 180881
[10/25/2019 01:06:34 PM][ VERBOSE ] BackgroundThread: current time = 180881, sleep time = 600
[10/25/2019 01:06:34 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:34 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:34 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 75ms. last executed time: 181556
[10/25/2019 01:06:34 PM][ VERBOSE ] BackgroundThread: current time = 181556, sleep time = 600
[10/25/2019 01:06:35 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:35 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:35 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 182170
[10/25/2019 01:06:35 PM][ VERBOSE ] BackgroundThread: current time = 182170, sleep time = 600
[10/25/2019 01:06:36 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:36 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 182786
[10/25/2019 01:06:36 PM][ VERBOSE ] BackgroundThread: current time = 182786, sleep time = 600
[10/25/2019 01:06:36 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:36 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 183404
[10/25/2019 01:06:36 PM][ VERBOSE ] BackgroundThread: current time = 183404, sleep time = 600
[10/25/2019 01:06:37 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:37 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:37 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 184020
[10/25/2019 01:06:37 PM][ VERBOSE ] BackgroundThread: current time = 184020, sleep time = 600
[10/25/2019 01:06:37 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:37 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:37 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 184637
[10/25/2019 01:06:38 PM][ VERBOSE ] BackgroundThread: current time = 184637, sleep time = 600
[10/25/2019 01:06:38 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:38 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:38 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 185252
[10/25/2019 01:06:38 PM][ VERBOSE ] BackgroundThread: current time = 185252, sleep time = 600
[10/25/2019 01:06:39 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:39 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 22ms. last executed time: 185874
[10/25/2019 01:06:39 PM][ VERBOSE ] BackgroundThread: current time = 185874, sleep time = 600
[10/25/2019 01:06:39 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:06:39 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:39 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 186489
[10/25/2019 01:06:39 PM][ VERBOSE ] BackgroundThread: current time = 186489, sleep time = 600
[10/25/2019 01:06:40 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:40 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:40 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 187105
[10/25/2019 01:06:40 PM][ VERBOSE ] BackgroundThread: current time = 187105, sleep time = 600
[10/25/2019 01:06:41 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:41 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 50ms. last executed time: 187755
[10/25/2019 01:06:41 PM][ VERBOSE ] BackgroundThread: current time = 187755, sleep time = 600
[10/25/2019 01:06:41 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:41 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 188370
[10/25/2019 01:06:41 PM][ VERBOSE ] BackgroundThread: current time = 188370, sleep time = 600
[10/25/2019 01:06:42 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:42 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:42 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 188987
[10/25/2019 01:06:42 PM][ VERBOSE ] BackgroundThread: current time = 188987, sleep time = 600
[10/25/2019 01:06:43 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:43 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 189605
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: current time = 189605, sleep time = 402
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 190007
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: current time = 190007, sleep time = 198
[10/25/2019 01:06:43 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:43 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 190219
[10/25/2019 01:06:43 PM][ VERBOSE ] BackgroundThread: current time = 190219, sleep time = 600
[10/25/2019 01:06:44 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:44 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:44 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 62ms. last executed time: 190881
[10/25/2019 01:06:44 PM][ VERBOSE ] BackgroundThread: current time = 190881, sleep time = 600
[10/25/2019 01:06:45 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:45 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:45 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 191497
[10/25/2019 01:06:45 PM][ VERBOSE ] BackgroundThread: current time = 191497, sleep time = 600
[10/25/2019 01:06:45 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:45 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:45 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 192112
[10/25/2019 01:06:45 PM][ VERBOSE ] BackgroundThread: current time = 192112, sleep time = 600
[10/25/2019 01:06:46 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:46 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:46 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 192730
[10/25/2019 01:06:46 PM][ VERBOSE ] BackgroundThread: current time = 192730, sleep time = 600
[10/25/2019 01:06:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:47 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:47 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 193348
[10/25/2019 01:06:47 PM][ VERBOSE ] BackgroundThread: current time = 193348, sleep time = 600
[10/25/2019 01:06:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:47 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:47 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 193964
[10/25/2019 01:06:47 PM][ VERBOSE ] BackgroundThread: current time = 193964, sleep time = 600
[10/25/2019 01:06:48 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:48 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:48 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 194580
[10/25/2019 01:06:48 PM][ VERBOSE ] BackgroundThread: current time = 194580, sleep time = 600
[10/25/2019 01:06:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 195196
[10/25/2019 01:06:49 PM][ VERBOSE ] BackgroundThread: current time = 195196, sleep time = 600
[10/25/2019 01:06:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 195813
[10/25/2019 01:06:49 PM][ VERBOSE ] BackgroundThread: current time = 195813, sleep time = 600
[10/25/2019 01:06:49 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:06:50 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:50 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:50 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 196429
[10/25/2019 01:06:50 PM][ VERBOSE ] BackgroundThread: current time = 196429, sleep time = 600
[10/25/2019 01:06:50 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:50 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 70ms. last executed time: 197099
[10/25/2019 01:06:51 PM][ VERBOSE ] BackgroundThread: current time = 197099, sleep time = 600
[10/25/2019 01:06:51 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:51 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 197716
[10/25/2019 01:06:51 PM][ VERBOSE ] BackgroundThread: current time = 197716, sleep time = 600
[10/25/2019 01:06:52 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:52 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:52 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 198330
[10/25/2019 01:06:52 PM][ VERBOSE ] BackgroundThread: current time = 198330, sleep time = 600
[10/25/2019 01:06:52 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:52 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:52 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 198943
[10/25/2019 01:06:52 PM][ VERBOSE ] BackgroundThread: current time = 198943, sleep time = 600
[10/25/2019 01:06:53 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:53 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:53 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 199559
[10/25/2019 01:06:53 PM][ VERBOSE ] BackgroundThread: current time = 199559, sleep time = 448
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 200007
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: current time = 200007, sleep time = 152
[10/25/2019 01:06:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 72ms. last executed time: 200231
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: current time = 200231, sleep time = 600
[10/25/2019 01:06:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 200846
[10/25/2019 01:06:54 PM][ VERBOSE ] BackgroundThread: current time = 200846, sleep time = 600
[10/25/2019 01:06:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 201460
[10/25/2019 01:06:55 PM][ VERBOSE ] BackgroundThread: current time = 201460, sleep time = 600
[10/25/2019 01:06:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 202075
[10/25/2019 01:06:56 PM][ VERBOSE ] BackgroundThread: current time = 202075, sleep time = 600
[10/25/2019 01:06:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 202688
[10/25/2019 01:06:56 PM][ VERBOSE ] BackgroundThread: current time = 202688, sleep time = 600
[10/25/2019 01:06:57 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:57 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 203304
[10/25/2019 01:06:57 PM][ VERBOSE ] BackgroundThread: current time = 203304, sleep time = 600
[10/25/2019 01:06:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 203917
[10/25/2019 01:06:58 PM][ VERBOSE ] BackgroundThread: current time = 203917, sleep time = 600
[10/25/2019 01:06:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 27ms. last executed time: 204544
[10/25/2019 01:06:58 PM][ VERBOSE ] BackgroundThread: current time = 204544, sleep time = 600
[10/25/2019 01:06:59 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:06:59 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:06:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 205159
[10/25/2019 01:06:59 PM][ VERBOSE ] BackgroundThread: current time = 205159, sleep time = 600
[10/25/2019 01:06:59 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:07:00 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:00 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:00 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 205776
[10/25/2019 01:07:00 PM][ VERBOSE ] BackgroundThread: current time = 205776, sleep time = 600
[10/25/2019 01:07:00 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:00 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:00 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 38ms. last executed time: 206414
[10/25/2019 01:07:00 PM][ VERBOSE ] BackgroundThread: current time = 206414, sleep time = 600
[10/25/2019 01:07:01 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:01 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:01 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 207028
[10/25/2019 01:07:01 PM][ VERBOSE ] BackgroundThread: current time = 207028, sleep time = 600
[10/25/2019 01:07:01 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:01 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:01 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 207643
[10/25/2019 01:07:01 PM][ VERBOSE ] BackgroundThread: current time = 207643, sleep time = 600
[10/25/2019 01:07:02 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:02 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:02 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 208258
[10/25/2019 01:07:02 PM][ VERBOSE ] BackgroundThread: current time = 208258, sleep time = 600
[10/25/2019 01:07:03 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:03 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:03 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 208873
[10/25/2019 01:07:03 PM][ VERBOSE ] BackgroundThread: current time = 208873, sleep time = 600
[10/25/2019 01:07:03 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:03 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:03 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 209489
[10/25/2019 01:07:03 PM][ VERBOSE ] BackgroundThread: current time = 209489, sleep time = 518
[10/25/2019 01:07:04 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 210007
[10/25/2019 01:07:04 PM][ VERBOSE ] BackgroundThread: current time = 210007, sleep time = 82
[10/25/2019 01:07:04 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:04 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:04 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 210104
[10/25/2019 01:07:04 PM][ VERBOSE ] BackgroundThread: current time = 210104, sleep time = 600
[10/25/2019 01:07:05 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:05 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:05 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 210718
[10/25/2019 01:07:05 PM][ VERBOSE ] BackgroundThread: current time = 210718, sleep time = 600
[10/25/2019 01:07:05 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:05 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:05 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 211336
[10/25/2019 01:07:05 PM][ VERBOSE ] BackgroundThread: current time = 211336, sleep time = 600
